iter	MultiClass
427	-0.03037205897
428	-0.03031338115
429	-0.03031119597
430	-0.03027647889
431	-0.0302717163
432	-0.03023520786
433	-0.03019222986
434	-0.03013461814
435	-0.03011171269
436	-0.030076614084437	-0.029989701944438	-0.029933922144439	-0.029897170544440	-0.029856917664441	-0.029813544244442	-0.0297699784
443	-0.02965867175
444	-0.02963235072
445	-0.02961877951
446	-0.02958431284
447	-0.0295393238
448	-0.02952439537
449	-0.02950329336
450	-0.02946604579
451	-0.02943937555
452	-0.02940562556
453	-0.029364390614454	-0.0293367104
455	-0.02930020228
456	-0.02926275659
457	-0.02925567421
458	-0.02924314188
459	-0.02919340354
460	-0.02916913581
461	-0.02904935174
462	-0.02902241222
463	-0.0289822806
464	-0.02893053889
465	-0.02888877066
466	-0.02886229193
467	-0.0288448863
468	-0.02879423678
469	-0.02875631252
470	-0.02871642316
471	-0.02869327096
472	-0.02853272453
473	-0.028483497134474	-0.028458737714475	-0.028429193747476	-0.028403510647477	-0.028380040347478	-0.028378502347479	-0.02833036114480	-0.028266942374481	-0.028215900184482	-0.028198407064483	-0.028185368934484	-0.0280838131
485	-0.02804525532
486	-0.02799495337
487	-0.02799350818
488	-0.02794746807
489	-0.02792538882
490	-0.02788209249
491	-0.027838132934492	-0.027786811114493	-0.027753595694494	-0.027701972214495	-0.027692867754496	-0.027655759624497	-0.027618142314498	-0.027615599964499	-0.027593859295500	-0.027541982745501	-0.027492156855502	-0.027455126675503	-0.0274268704
504	-0.02733529235
505	-0.02730977762
506	-0.02729642281
507	-0.027268340525508	-0.027240328925509	-0.0272276157
510	-0.02715755453
511	-0.02711465044
512	-0.02709893515
513	-0.02708235672
514	-0.02705479382
515	-0.02699500323
516	-0.02698779128
517	-0.02694224826
518	-0.02690250404
519	-0.026794453095520	-0.026691635055521	-0.026645444465522	-0.026615458745523	-0.026582041695524	-0.026571401755525	-0.026528968525526	-0.026423535945527	-0.026412768755528	-0.026370795345529	-0.026338095135530	-0.026316197535531	-0.026294965675532	-0.02623711533	533	-0.0262112534	-534	-0.0260906535	535	-0.02605497536	536	-0.02601736537	537	-0.02592531538	538	-0.02587638539	539	-0.0258637154540	-0.025846983654541	-0.025800349254542	-0.025760232154543	-0.02572993055544	-0.025704902245545	-0.025678758454546	-0.025618367547547	-0.0255706395548	-0.025555588685549	-0.025532518175550	-0.025489746885551	-0.025475074
552	-0.0254464117
553	-0.02543859867
554	-0.02533050011
555	-0.02529825203
556	-0.02525052024
557	-0.02517357343
558	-0.02514720337
559	-0.02512687241
560	-0.02509039034
561	-0.02504099541
562	-0.02503572498
563	-0.02501009529
564	-0.02500027635
565	-0.02496649969
566	-0.02493950706
567	-0.0248895588
568	-0.02483341765
569	-0.02481722297
570	-0.02478090344
571	-0.02476338184
572	-0.0247448452
573	-0.02470241047
574	-0.02466542788
575	-0.02458156606
576	-0.02454673685
577	-0.02450809957
578	-0.02448974096
579	-0.02446695879
580	-0.02443172378
581	-0.02440138817
582	-0.02438701986
583	-0.02436759962
584	-0.02433134881
585	-0.02427475055
586	-0.02424682968
587	-0.02422504286
588	-0.02420123416
589	-0.02419556642
590	-0.02416225802
591	-0.02410176228
592	-0.02405284861
593	-0.02402670265
594	-0.02400993276
595	-0.0239625483
596	-0.02393442908
597	-0.02392159225
598	-0.02389225982
599	-0.02387498478
600	-0.02379765225
601	-0.02377072021
602	-0.02375944723
603	-0.02372287813
604	-0.02371367467
605	-0.02369329748
606	-0.02368319016
607	-0.02365479125
608	-0.02363274893
609	-0.02362424332
610	-0.02359251624
611	-0.02358279445
612	-0.02354365018
613	-0.02351148575
614	-0.02344958937
615	-0.023389088586616	-0.023358915276617	-0.023329059626618	-0.023305172966619	-0.023285264466620	-0.023264252536621	-0.023233417576622	-0.023201277656623	-0.023175807246624	-0.023141412236625	-0.023138713396626	-0.0231008954
627	-0.02306061522
628	-0.02302691263
629	-0.02300174054
630	-0.022926230746631	-0.022918351626632	-0.022871647896633	-0.022834605326634	-0.022825398186635	-0.022799196546636	-0.022772138286637	-0.022746383116638	-0.022716500563639	-0.022694757564640	-0.022671679264641	-0.022633057964642	-0.022610348564643	-0.02260543716644	-0.022583276316645	-0.022556202616646	-0.022542431916647	-0.022493083836648	-0.022473345346649	-0.022461443986650	-0.022408196465651	-0.022378287065652	-0.022332254265653	-0.022305750365654	-0.022300806465655	-0.022225200365656	-0.022223526565657	-0.022191442165658	-0.022175243565659	-0.022152004966660	-0.022143928866661	-0.022108853766662	-0.022098002066663	-0.022031228066664	-0.022001629366665	-0.021944346166666	-0.021937558166667	-0.021918861666668	-0.021904546666669	-0.021885556767670	-0.021855636767671	-0.021830867267672	-0.02180366736673	-0.0217610667674	-0.021725331667675	-0.021712408767676	-0.021687510167677	-0.021655916
678	-0.02165504921
679	-0.02165243549
680	-0.02162886636
681	-0.02160874518
682	-0.02160363486
683	-0.02156152728
684	-0.0215324101
685	-0.02151508479
686	-0.02150320532
687	-0.02149153052
688	-0.021475646556689	-0.021457140676690	-0.021434987976691	-0.021383224496692	-0.021358422696693	-0.021339704956694	-0.021316225356695	-0.021287731866696	-0.021261335936697	-0.021256162946698	-0.021191632336699	-0.021145034327700	-0.021112149177701	-0.021109546177702	-0.021074423377703	-0.021033029477704	-0.020999283677705	-0.020993700477706	-0.020987612477707	-0.020968701077708	-0.020955279077709	-0.020896247877710	-0.020883573577711	-0.020827119877712	-0.020788647137713	-0.020778987147714	-0.020748777157715	-0.020734797167716	-0.020715137177717	-0.020692117187718	-0.020668837197719	-0.020652837207720	-0.020644337217721	-0.020620237227722	-0.0206011723	7723	-0.0205447724	7724	-0.02053547257725	-0.020505687267726	-0.020483737277727	-0.020465267287728	-0.020448607297729	-0.020421967307730	-0.020398627317731	-0.020373747327732	-0.020325127337733	-0.02031474734734	-0.020294413735735	-0.020264947367736	-0.020249757377737	-0.020223937387738	-0.020195327373739	-0.020155167474740	-0.020139227474741	-0.020133007474742	-0.020093287474743	-0.020069847477744	-0.020061007477745	-0.020026974677746	-0.019995274777747	-0.019972974877748	-0.019968374749749	-0.019942575750750	-0.019925275751751	-0.019901775752752	-0.019887575753753	-0.019876775754754	-0.019861375755755	-0.01984757756	756	-0.01982737757	757	-0.01981677758	758	-0.0197957759	-759	-0.0197724760	-760	-0.0197418761	-761	-0.0197313762	-762	-0.0197125763	-763	-0.0197009764	-764	-0.0196990765	-765	-0.0196676766	-766	-0.0196594767	-767	-0.0196407768	-768	-0.0196297769	-769	-0.0196107770	770	-0.01959757771	771	-0.01957447772	772	-0.01956187773	773	-0.01955397774	774	-0.01955347775	775	-0.0195437776	-776	-0.0195340777	-777	-0.019528778	778	-0.01949921779	779	-0.01948135780	780	-0.01946047781781	-0.019415923782782	-0.019392333783783	-0.019376801784784	-0.019364475785785	-0.019347039786786	-0.019336232787787	-0.019305502788788	-0.01930066078789	-0.019276220679790	-0.019257597379791	-0.019233188279792	-0.019231951279793	-0.019211225179794	-0.019187221779795	-0.019156314179796	-0.019148740479797	-0.019136720879798	-0.019118609879799	-0.01909954038800	-0.019088869168801	-0.019079550808802	-0.019079081808803	-0.019057900808804	-0.019027359808805	-0.018978029808806	-0.018939997808807	-0.018931018880808	-0.01889837888809	-0.018879982488810	-0.018869019288811	-0.018843634788812	-0.018831541988813	-0.018821397988814	-0.018786047888815	-0.018770558818816	-0.018750628881817	-0.018734438818818	-0.018687588819819	-0.01867898820	820	-0.0186537821	-821	-0.01863822	-0.822	-0.01861823	-0.823	-0.0186824	-0.0824	-0.01825	-0.017825	-0.01826	-0.017826	-0.01827	-0.017827	-0.01828	-0.017828	-0.01829	-0.017829	-0.01830	-0.01830	-0.018831	-0.01831	-0.018832	-0.01832	-0.018833	-0.01833	-0.018834	-0.01834	-0.018835	-0.01835	-0.018836	-0.01836	-0.018837	-0.0837	-0.0183838	-0.0838	-0.0183839	-0.0839	-0.0182840	-0.0840	-0.0182841	-0.0841	-0.0182842	-0.0842	-0.0182843	-0.0843	-0.018844	-0.01844	-0.018845	-0.01845	-0846	-0.017163846	-0847	-0.017133847	-0848	-0.017123848	-0849	-0.017112849	-0850	-0.017083850	-0851	-0.017072851	-852	-0.0170673852	-853	-0.0170629853	-854	-0.0170584854	855	-0.01705344855	856	-0.01702700856	857	-0.01699619857	858	-0.01698853858	859	-0.01696138859	860	-0.01693812860	861	-0.01691560861	862	-0.01689806862863	-0.016875812863864	-0.016860764864865	-0.016848121865866	-0.01682462686867	-0.016817581086868	-0.016806724186869	-0.016801629
870	-0.01677852567
871	-0.0167668207
872	-0.01675401743
873	-0.0167455537
874	-0.01672974544
875	-0.01670411284
876	-0.0166924167
877	-0.0166801999
878	-0.01664712616
879	-0.01663228202
880	-0.01662218108
881	-0.01661306646
882	-0.01656913814
883	-0.01655768155
884	-0.01655302171
885	-0.01653187212
886	-0.01650942692
887	-0.01649839754
888	-0.01647422063
889	-0.01644922944
890	-0.01643944524
891	-0.01642657425
892	-0.01642049583
893	-0.01638484559
894	-0.01636423909
895	-0.01634100064
896	-0.01631041725
897	-0.01630272323
898	-0.01627818795
899	-0.01625469905
900	-0.01624791175
901	-0.01621931294
902	-0.01621249475
903	-0.01618663065
904	-0.01615897538
905	-0.0161472343
906	-0.0161119283
907	-0.01609532592
908	-0.01608357159
909	-0.01607458904
910	-0.01607345216
911	-0.0160555602
912	-0.01604602798
913	-0.01603701741
914	-0.01602901678
915	-0.01600653179
916	-0.01599470782
917	-0.01598841282
918	-0.01597002992
919	-0.01595677877
920	-0.01593638295
921	-0.0159228806
922	-0.01590700536
923	-0.01588209701
924	-0.01586820432
925	-0.01584341283
926	-0.01581091282
927	-0.01579501248
928	-0.01577508424
929	-0.01575377279
930	-0.01574692192
931	-0.01573438852
932	-0.01570892429
933	-0.01568735121
934	-0.01567046728
935	-0.01566217102
936	-0.01565987081
937	-0.01564481866
938	-0.01563325995
939	-0.01562215618
940	-0.01561335452
941	-0.01560512521
942	-0.01559222954
943	-0.01558500472
944	-0.01557628228
945	-0.01555749856
946	-0.01555334341
947	-0.01554638822
948	-0.01553547029
949	-0.01552067226
950	-0.01550602654
951	-0.01550173185
952	-0.01547239374
953	-0.01543014901
954	-0.01542394032
955	-0.01541524069
956	-0.01540651285
957	-0.01538742688
958	-0.01537783263
959	-0.01536199776
960	-0.01533098685
961	-0.01532168807
962	-0.01529541517
963	-0.01527294818
964	-0.01526683203
965	-0.01526238281
966	-0.01525801083
967	-0.0152389579
968	-0.01522562301
969	-0.01521206734
970	-0.01518904504
971	-0.01517950937
972	-0.01515967352
973	-0.01515572746
974	-0.01513192127
975	-0.01511402492
976	-0.01509305358
977	-0.01507802766
978	-0.0150541171
979	-0.01504023575
980	-0.0150194099
981	-0.01500473302
982	-0.01499456855
983	-0.01498308512
984	-0.01497862943
985	-0.01495716596
986	-0.01494850593
987	-0.01493633342
988	-0.01491895428
989	-0.01490722095
990	-0.01488950354
991	-0.01488538834
992	-0.0148657206
993	-0.0148573991
994	-0.01484508096
995	-0.01482797484
996	-0.01482412012
997	-0.01480921384
998	-0.0147946397
999	-0.01478714202
0.0180841999	-0.01562543369
